play_session_id,user_id,start_datetime,end_datetime,channel_code,status_code,total_score,duration_seconds
511,166,2024-08-14 00:06:26.246,2024-08-14 06:51:26.246,MOBILE,COMPLETED,392,24300.0
512,6,2024-05-18 22:59:16.914,2024-05-19 03:36:16.914,BROWSER,COMPLETED,2869,16620.0
513,94,2024-09-30 19:05:33.699,2024-10-01 04:34:33.699,MOBILE,ABORTED,3331,34140.0
514,282,2024-02-10 07:22:26.634,2024-02-10 12:53:26.634,BROWSER,ABORTED,848,19860.0
515,51,2024-01-16 17:25:21.475,2024-01-17 03:22:21.475,MOBILE,ABORTED,917,35820.0
516,317,2024-01-05 17:39:51.738,2024-01-06 03:15:51.738,BROWSER,ABORTED,852,34560.0
517,156,2024-11-26 10:54:41.656,2024-11-26 17:52:41.656,BROWSER,TIMEOUT,4854,25080.0
518,399,2024-10-26 15:05:07.037,2024-10-27 00:17:07.037,BROWSER,COMPLETED,975,33120.0
519,90,2024-08-17 04:37:32.644,2024-08-17 09:42:32.644,BROWSER,COMPLETED,577,18300.0
520,362,2024-12-04 04:17:04.454,2024-12-04 11:31:04.454,MOBILE,ABORTED,1097,26040.0
521,266,2024-11-18 19:02:10.224,2024-11-19 01:24:10.224,MOBILE,ABORTED,4336,22920.0
522,207,2024-12-24 15:26:16.285,2024-12-24 21:36:16.285,MOBILE,TIMEOUT,896,22200.0
523,464,2024-12-09 21:30:45.155,2024-12-10 01:45:45.155,MOBILE,COMPLETED,3152,15300.0
524,464,2024-12-12 18:59:45.950,2024-12-13 01:19:45.950,MOBILE,ABORTED,247,22800.0
525,287,2024-11-27 18:02:19.996,2024-11-27 18:51:19.996,BROWSER,TIMEOUT,3718,2940.0
526,393,2024-08-27 07:07:22.507,2024-08-27 11:56:22.507,MOBILE,ABORTED,2990,17340.0
527,475,2024-12-30 15:13:38.877,2024-12-30 19:17:38.877,BROWSER,TIMEOUT,1039,14640.0
528,339,2024-12-22 03:00:04.154,2024-12-22 07:19:04.154,MOBILE,ABORTED,2336,15540.0
529,80,2024-11-23 20:32:01.457,2024-11-24 00:54:01.457,BROWSER,TIMEOUT,2134,15720.0
530,35,2024-06-24 08:52:14.034,2024-06-24 16:27:14.034,BROWSER,COMPLETED,1423,27300.0
531,262,2024-12-21 12:56:35.534,2024-12-21 21:52:35.534,MOBILE,TIMEOUT,2889,32160.0
532,449,2024-12-27 00:50:13.623,2024-12-27 06:13:13.623,MOBILE,ABORTED,2002,19380.0
533,292,2024-12-29 19:42:44.545,2024-12-29 23:27:44.545,MOBILE,ABORTED,4952,13500.0
534,477,2024-05-22 17:12:10.220,2024-05-23 02:00:10.220,MOBILE,COMPLETED,712,31680.0
535,183,2024-12-17 07:04:11.201,2024-12-17 12:35:11.201,BROWSER,ABORTED,4191,19860.0
536,31,2024-12-25 11:43:31.775,2024-12-25 16:47:31.775,BROWSER,TIMEOUT,779,18240.0
537,205,2024-11-17 20:00:58.668,2024-11-18 04:34:58.668,MOBILE,COMPLETED,2940,30840.0
538,374,2024-12-12 16:47:25.421,2024-12-12 22:10:25.421,BROWSER,TIMEOUT,3813,19380.0
539,16,2024-12-02 00:01:42.164,2024-12-02 02:29:42.164,MOBILE,ABORTED,1438,8880.0
540,424,2024-12-07 01:29:10.997,2024-12-07 11:14:10.997,BROWSER,TIMEOUT,1547,35100.0
541,417,2024-12-24 06:54:12.046,2024-12-24 09:39:12.046,BROWSER,ABORTED,1498,9900.0
542,46,2024-12-15 23:46:02.373,2024-12-16 05:47:02.373,MOBILE,ABORTED,4931,21660.0
543,159,2024-12-26 21:27:58.914,2024-12-27 02:10:58.914,BROWSER,ABORTED,4209,16980.0
544,294,2024-08-25 06:25:37.334,2024-08-25 09:51:37.334,BROWSER,COMPLETED,2575,12360.0
545,297,2024-11-01 14:52:34.084,2024-11-01 23:22:34.084,MOBILE,ABORTED,438,30600.0
546,86,2024-10-29 04:37:06.078,2024-10-29 07:45:06.078,BROWSER,TIMEOUT,1376,11280.0
547,6,2024-06-01 23:12:30.708,2024-06-02 08:07:30.708,MOBILE,TIMEOUT,1201,32100.0
548,57,2024-12-22 05:10:45.809,2024-12-22 11:01:45.809,BROWSER,TIMEOUT,2105,21060.0
549,43,2024-12-16 12:16:55.898,2024-12-16 18:55:55.898,BROWSER,ABORTED,3862,23940.0
550,71,2024-10-13 02:03:09.229,2024-10-13 06:23:09.229,BROWSER,TIMEOUT,3616,15600.0
551,36,2024-08-28 20:04:33.753,2024-08-29 01:45:33.753,BROWSER,ABORTED,3016,20460.0
552,209,2024-12-21 08:30:16.120,2024-12-21 14:26:16.120,BROWSER,TIMEOUT,3231,21360.0
553,430,2024-08-26 22:01:31.673,2024-08-27 00:44:31.673,BROWSER,COMPLETED,2148,9780.0
554,141,2024-11-04 01:19:08.969,2024-11-04 06:49:08.969,BROWSER,COMPLETED,4403,19800.0
555,299,2024-12-29 11:10:22.058,2024-12-29 15:25:22.058,MOBILE,TIMEOUT,3434,15300.0
556,446,2024-12-28 23:46:35.802,2024-12-29 07:00:35.802,BROWSER,TIMEOUT,4667,26040.0
557,353,2024-01-04 11:42:51.028,2024-01-04 16:25:51.028,BROWSER,TIMEOUT,3898,16980.0
558,218,2024-12-28 19:42:34.463,2024-12-29 02:30:34.463,MOBILE,TIMEOUT,4994,24480.0
559,338,2024-05-21 16:54:16.169,2024-05-21 18:04:16.169,MOBILE,ABORTED,3372,4200.0
560,20,2024-11-15 09:19:09.141,2024-11-15 16:42:09.141,BROWSER,TIMEOUT,3747,26580.0
561,56,2024-11-13 17:06:34.235,2024-11-13 19:01:34.235,MOBILE,ABORTED,1703,6900.0
562,267,2024-09-25 20:02:37.884,2024-09-26 05:38:37.884,BROWSER,COMPLETED,3659,34560.0
563,476,2024-11-27 20:43:34.803,2024-11-27 23:22:34.803,MOBILE,COMPLETED,2086,9540.0
564,199,2024-11-17 09:51:27.681,2024-11-17 10:12:27.681,MOBILE,TIMEOUT,421,1260.0
565,405,2024-11-29 16:09:22.752,2024-11-29 21:40:22.752,BROWSER,ABORTED,508,19860.0
566,226,2024-11-23 21:55:00.134,2024-11-24 03:45:00.134,MOBILE,ABORTED,4099,21000.0
567,74,2024-06-10 10:42:22.186,2024-06-10 11:59:22.186,MOBILE,ABORTED,3130,4620.0
568,383,2024-06-17 12:08:08.301,2024-06-17 12:19:08.301,BROWSER,COMPLETED,1307,660.0
569,145,2024-12-30 11:18:38.142,2024-12-30 13:42:38.142,MOBILE,ABORTED,3749,8640.0
571,124,2024-06-21 18:58:23.847,2024-06-22 03:34:23.847,MOBILE,ABORTED,3029,30960.0
572,101,2024-08-01 05:43:26.884,2024-08-01 08:03:26.884,MOBILE,COMPLETED,4854,8400.0
573,273,2024-09-25 22:15:02.709,2024-09-26 03:42:02.709,BROWSER,ABORTED,3119,19620.0
574,44,2024-01-24 23:17:52.100,2024-01-25 04:12:52.100,BROWSER,ABORTED,2352,17700.0
575,166,2024-10-15 02:23:29.456,2024-10-15 10:32:29.456,MOBILE,TIMEOUT,1328,29340.0
576,37,2024-11-14 23:52:29.269,2024-11-15 03:27:29.269,MOBILE,ABORTED,2148,12900.0
577,243,2024-09-12 07:40:26.506,2024-09-12 09:40:26.506,BROWSER,COMPLETED,393,7200.0
578,413,2024-02-09 00:36:14.317,2024-02-09 02:28:14.317,BROWSER,ABORTED,1731,6720.0
579,278,2024-08-07 22:51:25.040,2024-08-08 07:41:25.040,MOBILE,COMPLETED,4227,31800.0
580,337,2024-10-14 19:26:21.271,2024-10-15 02:23:21.271,BROWSER,COMPLETED,3119,25020.0
581,421,2024-11-13 10:46:25.233,2024-11-13 17:48:25.233,MOBILE,COMPLETED,1813,25320.0
582,448,2024-06-30 20:57:30.949,2024-07-01 00:46:30.949,BROWSER,COMPLETED,4269,13740.0
583,410,2024-12-16 11:59:15.270,2024-12-16 13:05:15.270,BROWSER,COMPLETED,3238,3960.0
584,123,2024-03-01 06:34:32.709,2024-03-01 08:38:32.709,BROWSER,ABORTED,3196,7440.0
585,277,2024-04-13 15:14:21.876,2024-04-13 16:50:21.876,BROWSER,TIMEOUT,589,5760.0
586,91,2024-12-25 15:45:21.866,2024-12-25 20:18:21.866,MOBILE,COMPLETED,1292,16380.0
587,111,2024-08-15 22:04:02.056,2024-08-16 03:38:02.056,BROWSER,COMPLETED,2837,20040.0
588,253,2024-12-22 06:43:31.917,2024-12-22 11:55:31.917,BROWSER,TIMEOUT,2212,18720.0
589,185,2024-11-07 10:38:06.783,2024-11-07 12:12:06.783,BROWSER,COMPLETED,934,5640.0
590,321,2024-10-07 10:02:35.096,2024-10-07 15:23:35.096,MOBILE,TIMEOUT,897,19260.0
591,176,2024-11-18 11:48:45.458,2024-11-18 20:21:45.458,BROWSER,COMPLETED,4682,30780.0
592,367,2024-12-27 19:09:13.297,2024-12-28 03:49:13.297,MOBILE,ABORTED,1777,31200.0
593,287,2024-12-18 13:04:56.704,2024-12-18 21:20:56.704,MOBILE,ABORTED,2688,29760.0
594,251,2024-06-26 08:19:01.173,2024-06-26 17:20:01.173,MOBILE,COMPLETED,269,32460.0
595,284,2024-06-25 12:18:05.842,2024-06-25 17:07:05.842,MOBILE,COMPLETED,3711,17340.0
596,301,2024-11-12 12:50:26.600,2024-11-12 14:36:26.600,MOBILE,COMPLETED,845,6360.0
597,83,2024-11-16 21:33:29.169,2024-11-16 21:51:29.169,BROWSER,ABORTED,1950,1080.0
598,240,2024-11-10 21:24:25.624,2024-11-11 04:27:25.624,MOBILE,ABORTED,3821,25380.0
599,184,2024-12-20 12:35:23.224,2024-12-20 22:27:23.224,BROWSER,TIMEOUT,2792,35520.0
600,419,2024-12-29 20:31:34.104,2024-12-30 02:32:34.104,BROWSER,ABORTED,2756,21660.0
601,208,2024-04-05 01:07:14.031,2024-04-05 07:03:14.031,MOBILE,TIMEOUT,4126,21360.0
602,327,2024-08-08 16:24:12.174,2024-08-09 02:00:12.174,BROWSER,TIMEOUT,1672,34560.0
603,421,2024-11-19 02:20:06.874,2024-11-19 12:05:06.874,BROWSER,ABORTED,540,35100.0
604,366,2024-07-29 23:13:19.587,2024-07-30 01:10:19.587,MOBILE,COMPLETED,4155,7020.0
605,409,2024-07-31 22:29:46.780,2024-08-01 05:45:46.780,BROWSER,TIMEOUT,3075,26160.0
606,326,2024-12-10 18:27:42.179,2024-12-11 00:12:42.179,MOBILE,ABORTED,808,20700.0
607,50,2024-12-13 00:05:25.136,2024-12-13 04:22:25.136,BROWSER,ABORTED,944,15420.0
608,172,2024-09-04 05:01:55.388,2024-09-04 09:47:55.388,BROWSER,TIMEOUT,2759,17160.0
609,417,2024-12-24 22:48:45.820,2024-12-24 23:58:45.820,BROWSER,ABORTED,4164,4200.0
610,116,2024-04-12 10:07:12.524,2024-04-12 19:30:12.524,MOBILE,TIMEOUT,3699,33780.0
611,273,2024-10-04 11:33:17.701,2024-10-04 14:35:17.701,BROWSER,COMPLETED,2617,10920.0
612,427,2024-10-23 21:53:38.160,2024-10-24 02:36:38.160,BROWSER,TIMEOUT,4178,16980.0
613,60,2024-05-15 19:13:38.483,2024-05-16 03:00:38.483,BROWSER,ABORTED,1647,28020.0
614,499,2024-11-02 15:04:13.355,2024-11-02 20:09:13.355,MOBILE,TIMEOUT,1785,18300.0
615,487,2024-05-06 20:01:08.176,2024-05-06 23:08:08.176,BROWSER,TIMEOUT,3541,11220.0
616,306,2024-09-27 12:03:48.777,2024-09-27 17:34:48.777,BROWSER,COMPLETED,2938,19860.0
617,193,2024-02-08 07:11:38.100,2024-02-08 17:08:38.100,MOBILE,ABORTED,3467,35820.0
618,168,2024-11-11 13:58:05.999,2024-11-11 14:55:05.999,BROWSER,COMPLETED,1459,3420.0
619,278,2024-08-08 21:41:26.958,2024-08-09 02:17:26.958,BROWSER,COMPLETED,3538,16560.0
620,129,2024-10-20 04:46:02.262,2024-10-20 06:16:02.262,MOBILE,COMPLETED,165,5400.0
621,478,2024-10-28 07:59:17.077,2024-10-28 11:04:17.077,MOBILE,ABORTED,459,11100.0
622,8,2024-08-09 14:58:13.130,2024-08-09 15:24:13.130,BROWSER,COMPLETED,1516,1560.0
623,385,2024-11-11 04:28:00.498,2024-11-11 11:06:00.498,MOBILE,COMPLETED,637,23880.0
624,347,2024-06-30 20:07:47.442,2024-07-01 00:21:47.442,BROWSER,ABORTED,1490,15240.0
625,495,2024-02-28 08:05:13.957,2024-02-28 12:04:13.957,BROWSER,TIMEOUT,3594,14340.0
626,246,2024-10-18 13:12:01.229,2024-10-18 20:17:01.229,BROWSER,COMPLETED,4438,25500.0
627,7,2024-09-06 17:00:16.140,2024-09-07 00:02:16.140,BROWSER,TIMEOUT,4150,25320.0
628,173,2024-12-18 10:37:19.968,2024-12-18 18:51:19.968,MOBILE,COMPLETED,2603,29640.0
629,129,2024-10-26 16:09:02.431,2024-10-26 22:51:02.431,BROWSER,TIMEOUT,1554,24120.0
630,69,2024-09-25 20:06:17.823,2024-09-26 01:49:17.823,MOBILE,ABORTED,3638,20580.0
631,177,2024-07-16 12:35:49.425,2024-07-16 19:09:49.425,MOBILE,TIMEOUT,2417,23640.0
632,377,2024-10-10 02:07:19.455,2024-10-10 03:25:19.455,MOBILE,ABORTED,1979,4680.0
633,336,2024-07-03 07:16:47.197,2024-07-03 13:52:47.197,BROWSER,ABORTED,1703,23760.0
634,21,2024-09-14 16:41:15.067,2024-09-14 17:33:15.067,MOBILE,TIMEOUT,3701,3120.0
635,446,2024-12-29 10:32:00.468,2024-12-29 10:49:00.468,MOBILE,TIMEOUT,3965,1020.0
636,180,2024-11-19 00:17:36.393,2024-11-19 08:05:36.393,BROWSER,TIMEOUT,2290,28080.0
637,103,2024-11-26 07:22:02.675,2024-11-26 11:10:02.675,MOBILE,TIMEOUT,4474,13680.0
638,382,2024-12-03 07:50:54.270,2024-12-03 12:32:54.270,BROWSER,ABORTED,1038,16920.0
639,340,2024-12-30 08:16:18.990,2024-12-30 15:39:18.990,BROWSER,ABORTED,2664,26580.0
640,42,2024-04-25 10:34:11.682,2024-04-25 17:24:11.682,MOBILE,ABORTED,3404,24600.0
641,468,2024-11-11 05:22:53.481,2024-11-11 09:05:53.481,BROWSER,TIMEOUT,2353,13380.0
642,483,2024-07-26 05:24:38.702,2024-07-26 11:41:38.702,BROWSER,TIMEOUT,4457,22620.0
643,456,2024-10-15 23:34:16.239,2024-10-15 23:52:16.239,BROWSER,TIMEOUT,2812,1080.0
644,232,2024-11-14 05:08:32.749,2024-11-14 11:04:32.749,BROWSER,ABORTED,2461,21360.0
645,429,2024-10-31 09:14:07.164,2024-10-31 12:29:07.164,BROWSER,ABORTED,2980,11700.0
646,168,2024-12-22 15:41:12.705,2024-12-22 21:52:12.705,BROWSER,ABORTED,3579,22260.0
647,236,2024-10-21 11:02:54.908,2024-10-21 16:07:54.908,BROWSER,ABORTED,1815,18300.0
648,382,2024-12-03 13:15:05.398,2024-12-03 16:48:05.398,MOBILE,ABORTED,854,12780.0
649,189,2024-02-06 01:26:03.335,2024-02-06 11:09:03.335,BROWSER,COMPLETED,4978,34980.0
650,298,2024-09-03 13:40:01.879,2024-09-03 23:29:01.879,MOBILE,ABORTED,4739,35340.0
651,1,2024-02-03 08:38:44.706,2024-02-03 17:50:44.706,MOBILE,COMPLETED,2237,33120.0
652,430,2024-11-12 02:41:30.958,2024-11-12 05:39:30.958,BROWSER,ABORTED,1978,10680.0
653,246,2024-12-25 11:28:19.042,2024-12-25 18:43:19.042,MOBILE,COMPLETED,1034,26100.0
654,244,2024-12-28 09:54:13.320,2024-12-28 13:16:13.320,MOBILE,ABORTED,1421,12120.0
655,253,2024-12-23 21:49:11.266,2024-12-24 06:07:11.266,MOBILE,COMPLETED,2478,29880.0
656,367,2024-12-29 15:36:00.893,2024-12-29 18:29:00.893,MOBILE,TIMEOUT,1308,10380.0
657,476,2024-12-22 07:09:49.882,2024-12-22 15:04:49.882,MOBILE,TIMEOUT,1046,28500.0
658,369,2024-11-16 04:12:18.752,2024-11-16 07:21:18.752,MOBILE,TIMEOUT,2514,11340.0
659,469,2024-10-04 04:22:31.236,2024-10-04 09:26:31.236,MOBILE,ABORTED,4921,18240.0
660,210,2024-12-12 21:56:55.348,2024-12-13 06:32:55.348,BROWSER,ABORTED,1955,30960.0
661,396,2024-02-12 17:25:05.867,2024-02-12 19:38:05.867,MOBILE,COMPLETED,2213,7980.0
662,417,2024-12-29 16:02:24.455,2024-12-29 16:42:24.455,BROWSER,TIMEOUT,1954,2400.0
663,65,2024-01-07 10:44:14.538,2024-01-07 19:28:14.538,MOBILE,COMPLETED,4608,31440.0
664,289,2024-11-08 10:30:18.794,2024-11-08 16:49:18.794,BROWSER,COMPLETED,2006,22740.0
665,219,2024-08-17 14:25:14.922,2024-08-17 21:49:14.922,BROWSER,ABORTED,1706,26640.0
666,339,2024-12-29 23:26:08.720,2024-12-30 08:26:08.720,BROWSER,ABORTED,2278,32400.0
667,252,2024-12-04 16:50:50.957,2024-12-04 19:22:50.957,BROWSER,ABORTED,1255,9120.0
668,217,2024-10-12 13:42:29.338,2024-10-12 17:04:29.338,BROWSER,TIMEOUT,1755,12120.0
669,358,2024-08-30 08:01:38.689,2024-08-30 13:01:38.689,BROWSER,ABORTED,2767,18000.0
670,439,2024-12-27 12:10:10.377,2024-12-27 12:30:10.377,BROWSER,ABORTED,1193,1200.0
671,387,2024-12-23 00:41:28.121,2024-12-23 08:04:28.121,BROWSER,COMPLETED,4154,26580.0
672,461,2024-04-17 07:16:02.908,2024-04-17 08:39:02.908,BROWSER,COMPLETED,979,4980.0
673,470,2024-10-12 09:32:40.199,2024-10-12 12:22:40.199,BROWSER,ABORTED,2053,10200.0
674,463,2024-08-08 15:45:59.139,2024-08-08 17:26:59.139,MOBILE,TIMEOUT,2739,6060.0
675,93,2024-05-02 22:28:26.445,2024-05-03 00:36:26.445,MOBILE,ABORTED,4776,7680.0
677,345,2024-09-15 21:12:37.751,2024-09-15 22:17:37.751,BROWSER,COMPLETED,3274,3900.0
678,64,2024-10-23 12:05:46.412,2024-10-23 15:42:46.412,MOBILE,TIMEOUT,4448,13020.0
679,393,2024-11-22 10:12:33.856,2024-11-22 16:07:33.856,MOBILE,COMPLETED,2261,21300.0
680,293,2024-08-11 23:27:26.075,2024-08-12 06:36:26.075,BROWSER,ABORTED,2120,25740.0
681,143,2024-06-08 05:25:11.363,2024-06-08 06:01:11.363,MOBILE,ABORTED,747,2160.0
682,347,2024-10-20 01:20:33.192,2024-10-20 03:27:33.192,MOBILE,COMPLETED,2140,7620.0
683,126,2024-12-18 10:39:54.018,2024-12-18 20:35:54.018,MOBILE,TIMEOUT,290,35760.0
684,240,2024-12-17 06:43:56.172,2024-12-17 15:36:56.172,MOBILE,COMPLETED,1276,31980.0
685,354,2024-12-13 22:46:52.846,2024-12-14 00:05:52.846,MOBILE,COMPLETED,4383,4740.0
686,114,2024-11-03 07:35:04.176,2024-11-03 09:15:04.176,MOBILE,ABORTED,725,6000.0
687,410,2024-12-22 05:30:25.562,2024-12-22 09:58:25.562,MOBILE,TIMEOUT,1541,16080.0
688,143,2024-12-21 14:20:43.360,2024-12-21 16:55:43.360,BROWSER,ABORTED,4707,9300.0
689,350,2024-05-12 09:13:15.716,2024-05-12 10:19:15.716,BROWSER,COMPLETED,253,3960.0
690,341,2024-12-26 09:50:00.917,2024-12-26 12:28:00.917,MOBILE,ABORTED,667,9480.0
691,213,2024-12-20 12:45:41.767,2024-12-20 14:22:41.767,BROWSER,ABORTED,4878,5820.0
692,282,2024-10-11 11:15:46.021,2024-10-11 13:11:46.021,BROWSER,TIMEOUT,838,6960.0
693,140,2024-12-22 07:51:18.158,2024-12-22 16:50:18.158,BROWSER,ABORTED,1134,32340.0
694,39,2024-07-15 12:02:05.503,2024-07-15 13:43:05.503,MOBILE,TIMEOUT,4832,6060.0
695,479,2024-07-23 07:01:58.310,2024-07-23 14:57:58.310,BROWSER,TIMEOUT,2971,28560.0
696,290,2024-12-28 05:37:46.301,2024-12-28 14:58:46.301,BROWSER,TIMEOUT,4516,33660.0
697,224,2024-05-10 18:05:04.110,2024-05-11 01:32:04.110,MOBILE,ABORTED,2150,26820.0
698,482,2024-09-24 18:32:00.199,2024-09-24 18:51:00.199,BROWSER,TIMEOUT,1220,1140.0
699,144,2024-11-30 04:23:40.671,2024-11-30 04:54:40.671,BROWSER,TIMEOUT,3630,1860.0
700,191,2024-10-15 20:44:17.823,2024-10-16 00:31:17.823,BROWSER,TIMEOUT,1224,13620.0
701,57,2024-12-28 14:51:42.521,2024-12-28 14:58:42.521,BROWSER,ABORTED,1708,420.0
702,60,2024-06-07 05:16:27.139,2024-06-07 13:40:27.139,MOBILE,COMPLETED,4691,30240.0
703,198,2024-02-23 20:47:54.263,2024-02-24 05:48:54.263,BROWSER,ABORTED,422,32460.0
704,254,2024-07-10 01:25:02.159,2024-07-10 01:56:02.159,MOBILE,TIMEOUT,4811,1860.0
705,248,2024-10-20 16:01:52.123,2024-10-20 16:49:52.123,MOBILE,ABORTED,2110,2880.0
706,325,2024-07-18 01:43:53.690,2024-07-18 06:05:53.690,BROWSER,COMPLETED,167,15720.0
707,163,2024-10-11 15:59:10.778,2024-10-11 18:23:10.778,BROWSER,ABORTED,3183,8640.0
708,205,2024-11-30 20:33:35.640,2024-12-01 01:00:35.640,MOBILE,COMPLETED,1900,16020.0
709,376,2024-11-25 14:51:26.039,2024-11-25 16:34:26.039,BROWSER,ABORTED,527,6180.0
710,187,2024-12-21 23:06:41.107,2024-12-22 01:32:41.107,BROWSER,COMPLETED,4514,8760.0
711,396,2024-09-15 15:47:47.552,2024-09-15 18:32:47.552,MOBILE,ABORTED,2636,9900.0
712,32,2024-11-17 18:22:17.281,2024-11-18 02:51:17.281,BROWSER,ABORTED,4534,30540.0
713,311,2024-08-21 11:01:48.487,2024-08-21 19:40:48.487,BROWSER,COMPLETED,4526,31140.0
714,178,2024-10-13 19:14:01.238,2024-10-13 21:49:01.238,BROWSER,ABORTED,3033,9300.0
715,37,2024-12-11 14:50:20.650,2024-12-11 20:26:20.650,MOBILE,TIMEOUT,601,20160.0
716,2,2024-11-13 19:38:33.292,2024-11-13 22:40:33.292,MOBILE,TIMEOUT,2215,10920.0
717,404,2024-04-23 23:49:06.741,2024-04-24 08:40:06.741,BROWSER,TIMEOUT,868,31860.0
718,430,2024-12-21 14:44:22.730,2024-12-21 18:18:22.730,MOBILE,TIMEOUT,3831,12840.0
719,145,2024-12-30 19:03:32.457,2024-12-30 22:25:32.457,MOBILE,COMPLETED,4783,12120.0
720,41,2024-11-25 11:40:52.567,2024-11-25 19:27:52.567,BROWSER,ABORTED,1292,28020.0
721,288,2024-08-29 06:41:32.230,2024-08-29 07:48:32.230,MOBILE,ABORTED,2014,4020.0
722,116,2024-09-10 02:43:19.139,2024-09-10 04:06:19.139,BROWSER,TIMEOUT,908,4980.0
723,187,2024-12-26 15:28:27.972,2024-12-26 16:27:27.972,BROWSER,TIMEOUT,2335,3540.0
724,450,2024-12-01 16:58:40.858,2024-12-02 01:00:40.858,BROWSER,COMPLETED,4335,28920.0
725,404,2024-09-15 11:56:53.777,2024-09-15 19:48:53.777,BROWSER,COMPLETED,820,28320.0
726,124,2024-11-06 10:43:06.793,2024-11-06 13:12:06.793,MOBILE,COMPLETED,2956,8940.0
727,225,2024-11-07 18:04:15.134,2024-11-08 03:53:15.134,BROWSER,COMPLETED,2215,35340.0
728,110,2024-12-18 17:17:32.571,2024-12-18 19:41:32.571,MOBILE,COMPLETED,2884,8640.0
729,296,2024-12-19 01:19:25.913,2024-12-19 01:43:25.913,MOBILE,TIMEOUT,1606,1440.0
730,130,2024-10-04 01:19:13.700,2024-10-04 05:40:13.700,BROWSER,COMPLETED,3531,15660.0
731,264,2024-08-14 19:11:15.003,2024-08-14 23:45:15.003,MOBILE,COMPLETED,2256,16440.0
732,423,2024-07-07 08:07:30.087,2024-07-07 15:10:30.087,BROWSER,TIMEOUT,3954,25380.0
733,364,2024-12-23 21:47:24.865,2024-12-24 01:19:24.865,MOBILE,COMPLETED,1738,12720.0
734,497,2024-12-06 04:33:36.170,2024-12-06 12:43:36.170,BROWSER,ABORTED,1993,29400.0
735,319,2024-12-07 20:48:26.251,2024-12-08 01:08:26.251,BROWSER,COMPLETED,725,15600.0
736,493,2024-08-01 14:07:17.795,2024-08-01 19:42:17.795,MOBILE,ABORTED,350,20100.0
737,129,2024-11-26 18:47:06.769,2024-11-26 19:47:06.769,BROWSER,COMPLETED,129,3600.0
738,93,2024-06-14 13:34:23.221,2024-06-14 17:38:23.221,BROWSER,TIMEOUT,1167,14640.0
740,163,2024-10-14 22:51:14.123,2024-10-15 07:37:14.123,MOBILE,COMPLETED,795,31560.0
741,202,2024-12-10 07:40:52.438,2024-12-10 07:49:52.438,BROWSER,ABORTED,2980,540.0
742,400,2024-11-22 11:25:26.546,2024-11-22 12:32:26.546,BROWSER,ABORTED,1552,4020.0
743,56,2024-12-21 23:28:40.518,2024-12-22 00:23:40.518,MOBILE,ABORTED,2417,3300.0
744,49,2024-10-22 22:59:50.865,2024-10-23 01:47:50.865,BROWSER,TIMEOUT,1301,10080.0
746,341,2024-12-29 06:43:46.142,2024-12-29 10:03:46.142,MOBILE,TIMEOUT,798,12000.0
747,495,2024-05-06 09:44:24.800,2024-05-06 09:53:24.800,MOBILE,TIMEOUT,683,540.0
748,320,2024-09-02 11:11:13.835,2024-09-02 18:18:13.835,BROWSER,COMPLETED,4706,25620.0
749,244,2024-12-28 14:18:10.525,2024-12-28 20:34:10.525,MOBILE,COMPLETED,3025,22560.0
750,57,2024-12-29 16:29:39.148,2024-12-29 17:44:39.148,MOBILE,ABORTED,3893,4500.0
751,416,2024-09-24 07:13:23.617,2024-09-24 09:23:23.617,MOBILE,ABORTED,1702,7800.0
752,378,2024-08-11 18:30:50.566,2024-08-11 23:12:50.566,MOBILE,TIMEOUT,1428,16920.0
753,144,2024-12-14 15:17:52.450,2024-12-14 21:12:52.450,BROWSER,ABORTED,4212,21300.0
754,487,2024-07-03 01:32:42.700,2024-07-03 02:37:42.700,BROWSER,ABORTED,4272,3900.0
755,137,2024-08-05 16:52:49.638,2024-08-05 23:09:49.638,MOBILE,ABORTED,3180,22620.0
756,246,2024-12-27 08:52:08.943,2024-12-27 15:23:08.943,MOBILE,ABORTED,241,23460.0
757,60,2024-12-07 10:57:40.915,2024-12-07 16:42:40.915,BROWSER,ABORTED,4465,20700.0
758,181,2024-12-01 10:08:07.576,2024-12-01 18:50:07.576,BROWSER,TIMEOUT,4961,31320.0
759,381,2024-11-24 10:36:48.041,2024-11-24 15:10:48.041,MOBILE,TIMEOUT,3926,16440.0
760,182,2024-04-10 20:11:47.651,2024-04-10 22:35:47.651,MOBILE,COMPLETED,2391,8640.0
761,484,2024-12-28 20:39:48.510,2024-12-29 06:20:48.510,BROWSER,ABORTED,1201,34860.0
762,98,2024-12-29 13:29:41.153,2024-12-29 15:49:41.153,MOBILE,ABORTED,4092,8400.0
763,252,2024-12-04 22:33:22.407,2024-12-05 04:46:22.407,BROWSER,COMPLETED,4101,22380.0
764,187,2024-12-28 11:55:52.307,2024-12-28 13:00:52.307,MOBILE,ABORTED,3157,3900.0
765,343,2024-11-28 03:24:35.701,2024-11-28 12:02:35.701,BROWSER,COMPLETED,4301,31080.0
766,141,2024-12-18 15:14:47.277,2024-12-18 15:36:47.277,BROWSER,ABORTED,2200,1320.0
767,330,2024-11-23 09:01:13.981,2024-11-23 13:48:13.981,BROWSER,COMPLETED,664,17220.0
768,476,2024-12-25 19:00:58.276,2024-12-26 03:46:58.276,BROWSER,COMPLETED,3567,31560.0
769,46,2024-12-17 17:16:54.400,2024-12-17 22:35:54.400,MOBILE,COMPLETED,1019,19140.0
